accno,authormain,booktitle,publisher,publishyear,edition,volume,pages,price,status,subjectid,copy
271,KALSI H.S,ELECTRONICS INSTRUMENTATION,TATA McGRAW HILL,2007,2,0,801,240,1,5,
272,KALSI H.S,ELECTRONICS INSTRUMENTATION,TATA McGRAW HILL,2007,2,0,801,240,1,5,
273,KENNEDY & DAVIS,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,761,299,1,5,
274,KENNEDY & DAVIS,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,761,299,1,5,
275,KENNEDY & DAVIS,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,761,299,1,5,
276,KENNEDY & DAVIS,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,0,299,1,5,
277,KENNEDY & DAVIS,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,0,299,1,5,5
278,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
279,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
280,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
281,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
282,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
284,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
285,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
286,SIDHESWAR & OTHERS,MACHINE DRAWING,TATA McGRAW HILL,2006,,0,275,225,1,3,
289,SAYED A NASAR,ELECTRIC MACHINES & POWER SYSTEMS,TATA McGRAW HILL,,,0,410,240,1,5,
290,SCOTT & HARDMAN,ORACLE DATABASE 10g  PL/ SQL PROGRAMMING.,TATA McGRAW HILL,2006,,0,860,475,1,10,
292,MICHEAL O KOLAWOLE,READER SYSTEMS PEAK DETECTION & TRACKING,ELSEVIER,2006,,0,363,295,1,14,1
293,KUO & GOLNARAGHI,AUTOMATIC CONTROL SYSTEMS,WILEY,2005,8,0,609,280,1,10,2
296,LATHI B.P,COMMUNICATION SYSTEMS,HYDERABAD BSP,2006,,0,431,180,1,11,
297,LATHI B.P,COMMUNICATION SYSTEMS,HYDERABAD BSP,2006,,0,431,180,1,11,
298,LATHI B.P,COMMUNICATION SYSTEMS,HYDERABAD BSP,2006,,0,431,180,1,11,
299,LATHI B.P,COMMUNICATION SYSTEMS,HYDERABAD BSP,2006,,0,431,180,1,11,
303,LEON & LEON,DATA  MANAGEMENT  SYSTEMS,LEON VIKAS,1999,,0,988,425,1,10,
304,LEON & LEON,DATA  MANAGEMENT  SYSTEMS,LEON VIKAS,1999,,0,988,425,1,10,5
305,T JEYAPOOVAN,ENGINEERING DRAWING & GRAPHICS,VIKAS,2006,,0,662,270,1,14,
306,T JEYAPOOVAN,ENGINEERING DRAWING & GRAPHICS,VIKAS,2006,,0,662,270,1,14,2
308,MARK ALLEN WEISS,DATA  STRUCTURES  &  ALGORITHMS  ANALYSIS,PEARSOPN,,2,0,515,275,1,10,
309,MARK ALLEN WEISS,DATA  STRUCTURES  &  ALGORITHMS  ANALYSIS,PERSON,,2,0,515,275,1,10,2
310,M.E.VAN VALKEN BURG,NETWORK  ANALYSIS,PEARSON,,3,0,571,175,1,10,
311,M.E.VAN VALKEN BURG,NETWORK  ANALYSIS,PEARSON,,3,0,571,175,1,10,2
312,STINMETZ & NAHRSTED,MULTIMEDIA  FUNDAMENTALS,PEARSON,,,1,261,165,1,10,
313,STINMETZ & NAHRSTED,MULTIMEDIA  FUNDAMENTALS,PEARSON,,,1,261,165,1,10,2
314,WILLIAM STALLINGS,DATA  COMPUTER  COMMUNICATION,PEARSON,,7,0,855,295,1,10,
315,WILLIAM STALLINGS,DATA  COMPUTER  COMMUNICATION,PEARSON,,7,0,855,295,1,10,2
316,KEVIN SKAHILL,VHDL FOR PROBLAMS  LOGIC,PEARSON,,593,0,0,399,1,10,1
317,ROBERT W. SEBASTA,CONCEPT  OF  PROGAMING  LANGUAGES,PEARSON,,7,0,742,375,1,10,1
318,MOHAMMAD H RASHID,INTRODUCATION TO PSPICE USING ORCAD FOR CIRCUIT ELECTRICAL,PEARSON,,3,0,472,325,1,12,1
319,RABAEY,DIGITAL  INTEGRATED  CIRCUITS,PEARSON,,2,0,701,299,1,12,
320,RABAEY,DIGITAL  INTEGRATED  CIRCUITS,PEARSON,,2,0,701,299,1,12,2
321,OPPENHEIM & SCHAFER,DIGITAL SINGAL  PROCESSING,PEARSON,,3,0,594,225,1,10,1
322,LESLIE LAMPORT,A DOCU PREPARATION SYSTEMS LATEX,PEARSON,,2,0,272,275,1,11,1
323,YU-CHENGLIU,MICRO COMPUTER SYSTEMS  8086/8088,PEARSON,,2,0,623,225,1,10,1
325,KENDALL & KENDALL,SYSTEMS ANALYSIS & DESIGN,PEARSON,,6,0,686,425,1,11,1
326,ASHOK N. KAMTHANE,OBJEC -ORIENTED PROGREMMING WITH ANSI & TURBO C++,PEARSON,2007,2,0,711,265,1,10,1
327,JANG & TSUN,NEURO- FUZZY & SOFT COMPUTING,PEARSON,2007,,0,638,335,1,10,1
328,JACOB MICHAEL J,APPLICATION & DESIGN WITH ANALOG INTEGRATED CIRCUITS,PRENTICE HALL,2007,2,0,575,285,1,11,1
329,ROBERT F. COUGHLIN,OPERATIONAL  AMPLIFIERS & LINEAR INTERGRETED CIRCUITS,"PEARSON, DELHI",2009,6,0,557,225,1,12,1
330,ELMASRI & OTHERS,FUNDAMENTALS  OF DATABASE  SYSTEMS,PEARSON,,,0,798,375,1,11,1
331,LAWRENCE P.HUELSMAN,BASIC CIRCUITE THEORY,PEARSON,2007,3,0,756,325,1,12,2
332,LAWRENCE P.HUELSMAN,BASIC CIRCUITE THEORY,PEARSON,2007,3,0,756,325,1,11,
333,MICHALEL D.CILETTI,ANDVANCED DIGITAL DESGIN WITH THE VERILOG HDL,PEARSON,2007,,0,1004,485,1,10,
334,MICHALEL D.CILETTI,ANDVANCED DIGITAL DESGIN WITH THE VERILOG HDL,PEARSON,2007,,0,1004,485,1,10,2
335,UYLESS BLACK,OPTICAL NETWORK,PEARSON,2007,,0,350,340,1,10,
336,UYLESS BLACK,OPTICAL NETWORK,PEARSON,2007,,0,350,340,1,10,2
337,ALAN R. FEUER,THE  C PUZZLE  BOOK,PEARSON,,,0,176,150,1,11,
338,ALAN R. FEUER,THE  C PUZZLE  BOOK,PEARSON,,,0,176,150,1,11,
339,JOHN E HOPCRFT,INTRODUCATION  AUTAMATA THEORY  LANGUAGES & COMPUTATION,PEARSON,2005,10,0,521,310,1,10,
340,JOHN E HOPCRFT,INTRODUCATION  AUTAMATA THEORY  LANGUAGES & COMPUTATION,PEARSON,2005,10,0,521,310,1,10,
341,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
342,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
343,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
344,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
345,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
346,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
347,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
348,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
349,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
350,TANENBAUM ANDEWS,COMPUTER NETWORKS,PEARSON,2006,4,0,891,299,1,10,
351,TANENBAUM & LANGSAM,DATA  STRUCTURES  USING  C,PEARSON,,655,0,0,250,1,10,
356,TANENBAUM & LANGSAM,DATA  STRUCTURES  USING  C,PEARSON,,655,0,0,250,1,10,
360,TANENBAUM & LANGSAM,DATA  STRUCTURES  USING  C,PEARSON,,655,0,0,250,1,10,
361,STREEMEN,SOLID STATE ELECTRONICS DEVICES,PEARSAN,2007,6,0,583,275,1,5,
362,STREEMEN,SOLID STATE ELECTRONICS DEVICES,PEARSAN,2007,6,0,583,275,1,5,
363,STREEMEN,SOLID STATE ELECTRONICS DEVICES,PEARSAN,2007,6,0,583,275,1,5,
364,STREEMEN,SOLID STATE ELECTRONICS DEVICES,PEARSAN,2007,6,0,583,275,1,5,
365,STREEMEN,SOLID STATE ELECTRONICS DEVICES,PEARSAN,2007,6,0,583,275,1,5,
366,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
367,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
368,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
369,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
370,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
371,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
372,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
373,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
374,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
375,SOMMERVILLE LAN,SOFTWARE ENGINEERING,PEARSON,2007,,0,781,399,1,11,
376,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON,2007,4,0,1136,375,1,11,
377,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON,2007,4,0,1136,375,1,11,
378,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON,2007,4,0,1136,375,1,11,
379,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON,2007,4,0,1136,375,1,11,
380,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON EDUCATION,2007,4,0,1136,375,1,11,
381,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON EDUCATION,2007,4,0,1136,375,1,11,
382,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON EDUCATION,2007,4,0,1136,375,1,11,
383,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON EDUCATION,2007,4,0,1136,375,1,11,
384,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON EDUCATION,2007,4,0,1136,375,1,11,
385,PROAKIS & MANOLAKIS,DIGITAL SIGNAL PROCESSING,PEARSON EDUCATION,2007,4,0,1136,375,1,11,
386,TOCCI & WIDMER,DIGITAL SYSTEMS PRINCIPELS & APPLICATIONS,PEARSON,2007,9,0,743,295,1,10,
387,TOCCI & WIDMER,DIGITAL SYSTEMS PRINCIPELS & APPLICATIONS,PEARSON,2007,9,0,743,295,1,10,
388,TOCCI & WIDMER,DIGITAL SYSTEMS PRINCIPELS & APPLICATIONS,PEARSON,2007,9,0,743,295,1,10,
389,TOCCI & WIDMER,DIGITAL SYSTEMS PRINCIPELS & APPLICATIONS,PEARSON,2007,9,0,743,295,1,10,
390,TOCCI & WIDMER,DIGITAL SYSTEMS PRINCIPELS & APPLICATIONS,PEARSON,2007,9,0,743,295,1,10,
391,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
392,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
393,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
394,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
395,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
396,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
397,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
398,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
399,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
400,PRATT & ZELKAWITZ,PROGRAMMING  LANGUAGES,PEARSON,2006,4,0,590,195,1,8,
401,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
402,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
403,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
404,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
405,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
406,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
407,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
408,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
409,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
410,OPPENHEIM & WILLSKY,SIGNALS  SYSTEMS,PEARSON,2007,2,0,977,310,1,10,
411,OGATA KATSUHIKO,MORDEN CONTROL ENGINEERING,PEARSON,2006,4,0,976,295,1,14,
412,OGATA KATSUHIKO,MORDEN CONTROL ENGINEERING,PEARSON,2006,4,0,976,295,1,14,
413,OGATA KATSUHIKO,MORDEN CONTROL ENGINEERING,PEARSON,2006,4,0,976,295,1,14,
414,OGATA KATSUHIKO,MORDEN CONTROL ENGINEERING,PEARSON,2006,4,0,976,295,1,14,
415,OGATA KATSUHIKO,MORDEN CONTROL ENGINEERING,PEARSON,2006,4,0,976,295,1,14,
416,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
417,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
418,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,12,
419,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
420,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
421,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
422,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
423,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
424,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,12,
425,BOYLESTAD & OTHERS,ELECTRONICS. DEVICES. AND. CIRIUCT. THEORY,PEARSON,2007,9,0,910,450,1,5,
426,HILL F.S,COMPUTER  GRAPHICS,PEARSON,2005,2,0,954,450,1,10,
427,HILL F.S,COMPUTER  GRAPHICS,PEARSON,2005,2,0,954,450,1,10,
428,HILL F.S,COMPUTER  GRAPHICS,PEARSON,2005,2,0,954,450,1,10,
429,HILL F.S,COMPUTER  GRAPHICS,PEARSON,2005,2,0,954,450,1,10,
430,HILL F.S,COMPUTER  GRAPHICS,PEARSON,2005,2,0,954,450,1,10,
431,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
432,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
433,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
434,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
435,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
436,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
437,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
438,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
439,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
440,MANO MORRIS M,DIGITAL  DESIGN,PEARSON,2007,3,0,515,199,1,11,
441,MANO M MARRIS,COMPUTER  SYSTEMS  ARCHITECTURE,PRENTICE HALL,2006,3,0,543,199,1,10,
442,MANO M MARRIS,COMPUTER  SYSTEMS  ARCHITECTURE,PRENTICE HALL,2006,3,0,543,199,1,10,
443,MANO M MARRIS,COMPUTER  SYSTEMS  ARCHITECTURE,PRENTICE HALL,2006,3,0,543,199,1,10,
444,MANO M MARRIS,COMPUTER  SYSTEMS  ARCHITECTURE,PRENTICE HALL,2006,3,0,543,199,1,10,
445,MANO M MARRIS,COMPUTER  SYSTEMS  ARCHITECTURE,PRENTICE HALL,2006,3,0,543,199,1,10,
446,M. MORRIS MANO,DIGITAL LOGIC & COMPUTER DESIGN,PEARSON,2007,5,0,612,225,1,10,
447,M. MORRIS MANO,DIGITAL LOGIC & COMPUTER DESIGN,PEARSON,2007,5,0,612,225,1,5,
448,M. MORRIS MANO,DIGITAL LOGIC & COMPUTER DESIGN,PEARSON,2007,5,0,612,225,1,10,
449,M. MORRIS MANO,DIGITAL LOGIC & COMPUTER DESIGN,PEARSON,2007,5,0,612,225,1,10,
450,M. MORRIS MANO,DIGITAL LOGIC & COMPUTER DESIGN,PEARSON,2007,5,0,612,225,1,10,
451,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
452,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
453,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
454,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
455,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
456,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
457,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
458,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
459,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
460,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
461,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
462,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
463,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
464,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
465,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
466,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
467,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
468,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
469,LIAO. SAMUAL. Y,MICROWAVE. DEVICES. AND. CIRCUITS,PEARSON,2006,3,0,561,199,1,5,
475,LANGSAM & OTHERS,AUTONOMOUS MOBILE ROBOTS,PRENTICE HALL,2004,,0,321,325,1,10,
476,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
477,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
478,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
479,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
480,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
481,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
482,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
483,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
484,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
485,KRUSE & TONDO ,DATA  STRUCTURES  &  PROGRAM  DESIGN  IN  C,PEARSON,2007,2,0,607,195,1,10,
486,JORDAN & OTHERS,ELECTROMAGNETIC WAVES & RADIATING SYSTEMS,PEARSON,2007,2,0,753,230,1,5,
487,JORDAN & OTHERS,ELECTROMAGNETIC WAVES & RADIATING SYSTEMS,PEARSON,2007,2,0,753,230,1,5,
488,JORDAN & OTHERS,ELECTROMAGNETIC WAVES & RADIATING SYSTEMS,PEARSON,2007,2,0,753,230,1,5,
489,JORDAN & OTHERS,ELECTROMAGNETIC WAVES & RADIATING SYSTEMS,PEARSON,2007,2,0,753,230,1,5,
490,JORDAN & OTHERS,ELECTROMAGNETIC WAVES & RADIATING SYSTEMS,PEARSON,2007,2,0,753,230,1,5,
491,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
492,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
493,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
494,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
495,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
496,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
497,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
498,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
499,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
500,GHEZZI & JAJAYERI,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2005,2,0,596,210,1,11,
501,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
502,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
503,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
504,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
505,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
506,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
507,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
508,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
509,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,5,
510,GAYAKWAD RAMAKANT A,OP-AMPS & LINER INTERGRETED CIRCUITS,PRENTICE HALL,2007,4,0,559,195,1,11,
511,J. BHASKER,A  VHDL  PRIMER,PEARSON,,3,0,392,250,1,10,
512,J. BHASKER,A  VHDL  PRIMER,PEARSON,,3,0,392,250,1,10,
513,J. BHASKER,A  VHDL  PRIMER,PEARSON,,3,0,392,250,1,10,
514,J. BHASKER,A  VHDL  PRIMER,PEARSON,,3,0,392,250,1,10,
516,MOM. H. RASHID,INTODUCTIIN. TO. PSPICE. USING. ORCAD. WITH. CD,PRENTICE. HALL,,3,0,456,325,1,10,
517,DAVID J. GRIFFITHS,INTRODUCATION  TO ELECTRODYNAMICS,PRENTICE  HALL,,3,0,575,195,1,5,
518,BRASSARD & OTHERS,FUNDAMENTALS OF ALGORITHMICS,PRENTICE HALL,2006,,0,524,325,1,4,
519,BRASSARD & OTHERS,FUNDAMENTALS OF ALGORITHMICS,PRENTICE HALL,2006,,0,524,325,1,4,
520,BRASSARD & OTHERS,FUNDAMENTALS OF ALGORITHMICS,PRENTICE HALL,2006,,0,524,325,1,4,
521,BRASSARD & OTHERS,FUNDAMENTALS OF ALGORITHMICS,PRENTICE HALL,2006,,0,524,325,1,4,
523,BASU S.K,DESIGN METHODS & ANALYSIS OF ALGORITHMS,PRENTICE HALL,2007,2,0,306,250,1,14,
524,BASU S.K,DESIGN METHODS & ANALYSIS OF ALGORITHMS,PRENTICE HALL,2007,2,0,306,250,1,14,
525,BASU S.K,DESIGN METHODS & ANALYSIS OF ALGORITHMS,PRENTICE HALL,2007,2,0,306,250,1,14,
526,BASU S.K,DESIGN METHODS & ANALYSIS OF ALGORITHMS,PRENTICE HALL,2007,2,0,306,250,1,14,
527,BASU S.K,DESIGN METHODS & ANALYSIS OF ALGORITHMS,PRENTICE HALL,2007,2,0,306,250,1,14,
528,LEWIS & OTHERS,ELEMENTS OF THE THEORY OF COMPUTATION,PRENTICE HALL,2007,2,0,361,225,1,11,
